"段克己","金末元初","","",""
"王涧","金末元初","","",""
"元好问","金末元初","","",""
"段成己","金末元初","","",""
"蔡圭","金末元初","","",""
"王庭筠","金末元初","","",""
"王浍","金末元初","","",""
"王寂","金末元初","","",""
"李治","金末元初","","",""
"李俊民","金末元初","","",""
"杨奂","金末元初","","",""
"杨果","金末元初","","",""
"辛愿","金末元初","","",""
"胥鼎","金末元初","","",""
"冉琇","金末元初","","",""
"元吉","金末元初","","",""
"孟鲠","金末元初","","",""
